"Gene.name" "Chromosome.scaffold.name" "Gene.start..bp." "Gene.end..bp." "p_values" "p_values_BH" "p_values_bf"
"ENSG00000189377" "CXCL17" 19 42428278 42442946 1 1 1
"ENSG00000189403" "HMGB1" 13 30456704 30617597 1 1 1
"ENSG00000189409" "MMP23B" 1 1632163 1635263 1.0285824618822e-05 0.000161542858365304 0.191912915737981
"ENSG00000189410" "SH2D5" 1 20719731 20732837 0.171268857846056 0.701544313873044 1
"ENSG00000189430" "NCR1" 19 54906148 54916140 1 1 1
"ENSG00000189431" "RASSF10" 11 13009316 13012119 1 1 1
"ENSG00000189433" "GJB4" 1 34759740 34762327 1 1 1
"ENSG00000196071" "OR2L13" 1 248095184 248101163 1 1 1
"ENSG00000196072" "BLOC1S2" 10 100273280 100286680 1 1 1
"ENSG00000196074" "SYCP2" 20 59863564 59933655 0.0110535056409826 0.0718343114766471 1
"ENSG00000196081" "ZNF724" 19 23221599 23250394 0.0106038818202712 0.0694932304189043 1
"ENSG00000196083" "IL1RAP" 3 190514051 190659750 6.11619774666467e-06 0.000101451962902874 0.114116017557269
"ENSG00000196090" "PTPRT" 20 42072752 43189970 0.815003306127605 1 1
"ENSG00000196091" "MYBPC1" 12 101568353 101686028 1 1 1
"ENSG00000196092" "PAX5" 9 36833269 37034268 1.98757223665873e-08 6.48323825027599e-07 0.000370841227915787
"ENSG00000196098" "OR5K4" 3 98353854 98354819 1 1 1
"ENSG00000196099" "OR6M1" 11 123805408 123806349 1 1 1
"ENSG00000196104" "SPOCK3" 4 166733384 167234796 2.64783638206573e-07 6.36640866193073e-06 0.00494033312165825
"ENSG00000196109" "ZNF676" 19 22179089 22215801 0.00048873661167852 0.00485588876434404 1
"ENSG00000196110" "ZNF699" 19 9291140 9309838 0.678989990956276 1 1
"ENSG00000196116" "TDRD7" 9 97412096 97496125 1 1 1
"ENSG00000196118" "CFAP119" 16 30757423 30762221 1 1 1
"ENSG00000196119" "OR8A1" 11 124566660 124582942 1 1 1
"ENSG00000196123" "MATCAP1" 16 67175599 67184040 1 1 1
"ENSG00000196126" "HLA-DRB1" 6 32577902 32589848 0.716682190903138 1 1
"ENSG00000196131" "VN1R2" 19 53258292 53261837 1 1 1
"ENSG00000196132" "MYT1" 20 64102394 64242253 0.727452118365134 1 1
"ENSG00000196136" "SERPINA3" 14 94612384 94624055 1 1 1
"ENSG00000196139" "AKR1C3" 10 5035354 5107686 2.02597743760133e-06 3.89391146631308e-05 0.0378006870307657
"ENSG00000196141" "SPATS2L" 2 200305881 200482264 0.276510108955301 1 1
"ENSG00000196150" "ZNF250" 8 144876497 144902168 1 1 1
"ENSG00000196151" "WDSUB1" 2 159235798 159286703 1 1 1
"ENSG00000196152" "ZNF79" 9 127424374 127445372 1 1 1
"ENSG00000196154" "S100A4" 1 153543613 153550136 3.18047717721008e-09 1.26542330792561e-07 5.93413431723857e-05
"ENSG00000196155" "PLEKHG4" 16 67277510 67289499 0.106028182510252 0.475775331716276 1
"ENSG00000196156" "KRTAP4-3" 17 41167231 41168221 1 1 1
"ENSG00000196159" "FAT4" 4 125314918 125492932 5.65818827520054e-05 0.000727570481314209 1
"ENSG00000196169" "KIF19" 17 74326210 74355820 3.31488167574867e-12 2.95928527780472e-10 6.18490623061186e-08
"ENSG00000196171" "OR6K2" 1 158699678 158700652 1 1 1
"ENSG00000196172" "ZNF681" 19 23739195 23758891 0.0232681352958608 0.134491080093647 1
"ENSG00000196177" "ACADSB" 10 123008979 123058290 1 1 1
"ENSG00000196182" "STK40" 1 36339624 36385924 1 1 1
"ENSG00000196184" "OR10J1" 1 159437845 159443078 1 1 1
"ENSG00000196187" "TMEM63A" 1 225845536 225882380 1 1 1
"ENSG00000196188" "CTSE" 1 206008535 206023909 0.0212342036978543 0.124704996095236 1
"ENSG00000196189" "SEMA4A" 1 156147366 156177752 3.91753954561719e-05 0.000522469284075236 0.730934528421256
"ENSG00000196196" "HRCT1" 9 35906202 35907136 1 1 1
"ENSG00000196199" "MPHOSPH8" 13 19633659 19673441 1 1 1
"ENSG00000196208" "GREB1" 2 11482341 11642788 6.74718866150312e-06 0.000110332205123861 0.125889046046325
"ENSG00000196209" "SIRPB2" 20 1470741 1491587 0.261843887388614 0.98339034840917 1
"ENSG00000196214" "ZNF766" 19 52269587 52296046 1 1 1
"ENSG00000196218" "RYR1" 19 38433691 38595273 2.54768115636401e-06 4.78697230769786e-05 0.0475346350154398
"ENSG00000196220" "SRGAP3" 3 8980591 9363053 0.201352316256897 0.795539363304921 1
"ENSG00000196224" "KRTAP5-3" 11 1607565 1608463 1 1 1
"ENSG00000196227" "FAM217B" 20 59933764 59948680 1 1 1
"ENSG00000196228" "SULT1C3" 2 108239968 108265351 1 1 1
"ENSG00000196230" "TUBB" 6 30717435 30725538 1 1 1
"ENSG00000196233" "LCOR" 10 96832254 96995956 1 1 1
"ENSG00000196235" "SUPT5H" 19 39436156 39476670 1 1 1
"ENSG00000196236" "XPNPEP3" 22 40857077 40932815 1 1 1
"ENSG00000196240" "OR2T2" 1 248445512 248455725 1 1 1
"ENSG00000196242" "OR2C3" 1 247524677 247536440 0.303761147734039 1 1
"ENSG00000196247" "ZNF107" 7 64666099 64711577 1 1 1
"ENSG00000196248" "OR10S1" 11 123976661 123977781 1 1 1
"ENSG00000196260" "SFTA2" 6 30931353 30955636 0.0596261278475915 0.295721502759267 1
"ENSG00000196262" "PPIA" 7 44796680 44824564 1 1 1
"ENSG00000196263" "ZNF471" 19 56507850 56530221 3.41353737398088e-06 6.11813451716957e-05 0.0636897803237352
"ENSG00000196267" "ZNF836" 19 52153864 52171643 1 1 1
"ENSG00000196268" "ZNF493" 19 21397119 21427577 0.00529902281212697 0.0385755628672123 1
"ENSG00000196275" "GTF2IRD2" 7 74796151 74851605 1 1 1
"ENSG00000196277" "GRM7" 3 6770001 7741533 1 1 1
"ENSG00000196284" "SUPT3H" 6 44809317 45377953 0.0866349048924133 0.402598768488829 1
"ENSG00000196289" "BECN2" 1 241957767 241959062 1 1 1
"ENSG00000196290" "NIF3L1" 2 200889327 200903938 1 1 1
"ENSG00000196296" "ATP2A1" 16 28878405 28904466 0.272537584795351 1 1
"ENSG00000196305" "IARS1" 9 92210207 92293854 1 1 1
"ENSG00000196313" "POM121" 7 72879349 72951440 1 1 1
"ENSG00000196323" "ZBTB44" 11 130226677 130314917 1 1 1
"ENSG00000196329" "GIMAP5" 7 150722253 150750033 0.632388691644393 1 1
"ENSG00000196335" "STK31" 7 23710203 23832513 0.0239883618185223 0.138183036372334 1
"ENSG00000196337" "CGB7" 19 49054274 49058860 1 1 1
"ENSG00000196341" "OR8D1" 11 124302831 124315099 1 1 1
"ENSG00000196344" "ADH7" 4 99412261 99435510 1 1 1
"ENSG00000196345" "ZKSCAN7" 3 44555193 44594173 0.00860080213383316 0.0583753241953652 1
"ENSG00000196350" "ZNF729" 19 22286441 22317176 1 1 1
"ENSG00000196352" "CD55" 1 207321519 207386804 1 1 1
"ENSG00000196353" "CPNE4" 3 131533555 132285410 1 1 1
"ENSG00000196357" "ZNF565" 19 36182276 36246257 1 1 1
"ENSG00000196358" "NTNG2" 9 132162058 132244526 0.485874150155609 1 1
"ENSG00000196361" "ELAVL3" 19 11451326 11481046 3.1358706952923e-05 0.000431164888966571 0.585090754327637
"ENSG00000196363" "WDR5" 9 134135365 134159968 1 1 1
"ENSG00000196365" "LONP1" 19 5691834 5720572 1 1 1
"ENSG00000196367" "TRRAP" 7 98877933 99050831 1 1 1
"ENSG00000196369" "SRGAP2B" 1 144887265 145095528 8.94314205740181e-09 3.14207121166801e-07 0.000166861144507003
"ENSG00000196371" "FUT4" 11 94543921 94549895 0.458673832158735 1 1
"ENSG00000196372" "ASB13" 10 5638867 5666595 1.77595971923456e-13 2.30110114176934e-11 3.31358564414785e-09
"ENSG00000196376" "SLC35F1" 6 117907264 118317676 0.000429525297414019 0.00435311406797977 1
"ENSG00000196378" "ZNF34" 8 144772224 144787348 1 1 1
"ENSG00000196387" "ZNF140" 12 133080474 133107526 0.148451562823914 0.623971448337144 1
"ENSG00000196388" "INCA1" 17 4988130 4997610 1 1 1
"ENSG00000196391" "ZNF774" 15 90352284 90369146 1 1 1
"ENSG00000196396" "PTPN1" 20 50510321 50585241 1 1 1
"ENSG00000196405" "EVL" 14 99971449 100144236 0.110181678329476 0.490754297987913 1
"ENSG00000196407" "THEM5" 1 151847101 151853712 0.718660239216108 1 1
"ENSG00000196408" "NOXO1" 16 1978917 1984192 1 1 1
"ENSG00000196411" "EPHB4" 7 100802565 100827523 0.43689119431485 1 1
"ENSG00000196415" "PRTN3" 19 840999 848175 0.0836836873817591 0.391026856791601 1
"ENSG00000196417" "ZNF765" 19 53389793 53430413 1 1 1
"ENSG00000196418" "ZNF124" 1 247121975 247172020 1 1 1
"ENSG00000196419" "XRCC6" 22 41621163 41664048 1 1 1
"ENSG00000196420" "S100A5" 1 153537147 153541765 1 1 1
"ENSG00000196421" "C20orf204" 20 64034344 64039962 1 1 1
"ENSG00000196422" "PPP1R26" 9 135479079 135488893 0.225758847570366 0.870830799662576 1
"ENSG00000196427" "NBPF4" 1 108222464 108244081 0.192798794652974 0.767493046860506 1
"ENSG00000196428" "TSC22D2" 3 150408298 150466422 1 1 1
"ENSG00000196431" "CRYBA4" 22 26621963 26630669 0.722971099800294 1 1
"ENSG00000196436" "NPIPB15" 16 74376306 74392115 0.812722065397908 1 1
"ENSG00000196437" "ZNF569" 19 37411155 37469275 3.18085288571718e-09 1.26542330792561e-07 5.93483531417112e-05
"ENSG00000196449" "YRDC" 1 37802945 37808208 1 1 1
"ENSG00000196453" "ZNF777" 7 149431363 149461062 1 1 1
"ENSG00000196455" "PIK3R4" 3 130678934 130746829 1 1 1
"ENSG00000196456" "ZNF775" 7 150368790 150398630 1 1 1
"ENSG00000196458" "ZNF605" 12 132918306 132956306 0.0294000162492924 0.163771598407339 1
"ENSG00000196460" "RFX8" 2 101397359 101475112 1 1 1
"ENSG00000196465" "MYL6B" 12 56152256 56159647 1 1 1
"ENSG00000196466" "ZNF799" 19 12390016 12401271 1 1 1
"ENSG00000196470" "SIAH1" 16 48356364 48448402 1 1 1
"ENSG00000196475" "GK2" 4 79406361 79408228 1 1 1
"ENSG00000196476" "C20orf96" 20 270863 290778 1 1 1
"ENSG00000196482" "ESRRG" 1 216503246 217137755 0.0260867325910179 0.148256550923915 1
"ENSG00000196497" "IPO4" 14 24180219 24188869 1 1 1
"ENSG00000196498" "NCOR2" 12 124324415 124567612 1 1 1
"ENSG00000196502" "SULT1A1" 16 28605196 28610044 0.491847942606414 1 1
"ENSG00000196503" "ARL9" 4 56505209 56524959 1 1 1
"ENSG00000196504" "PRPF40A" 2 152651593 152718012 1 1 1
"ENSG00000196505" "GDAP2" 1 117863485 117929621 1 1 1
"ENSG00000196510" "ANAPC7" 12 110372900 110403730 1 1 1
"ENSG00000196511" "TPK1" 7 144451941 144836395 1 1 1
"ENSG00000196517" "SLC6A9" 1 43991500 44031467 0.170038489927056 0.697729963725317 1
"ENSG00000196526" "AFAP1" 4 7758714 7939926 1.23661623046495e-10 7.03438586219972e-09 2.30727856280151e-06
"ENSG00000196531" "NACA" 12 56712305 56731628 1 1 1
"ENSG00000196535" "MYO18A" 17 29071122 29180398 1 1 1
"ENSG00000196539" "OR2T3" 1 248473351 248474307 1 1 1
"ENSG00000196542" "SPTSSB" 3 161344798 161372880 1 1 1
"ENSG00000196544" "BORCS6" 17 8188345 8190180 1 1 1
"ENSG00000196547" "MAN2A2" 15 90902218 90922584 1 1 1
"ENSG00000196549" "MME" 3 155024124 155183704 0.0194510292907279 0.115910988344427 1
"ENSG00000196550" "FAM72A" 1 206186179 206204414 4.44571997739495e-18 2.67574978510435e-15 8.2948243338235e-14
"ENSG00000196553" "CCDC196" 14 66411704 66498677 1 1 1
"ENSG00000196557" "CACNA1H" 16 1153103 1224169 1 1 1
"ENSG00000196562" "SULF2" 20 47656197 47786616 0.0505639581985121 0.257836111524416 1
"ENSG00000196565" "HBG2" 11 5253188 5505605 0.1829948889001 0.738390708714978 1
"ENSG00000196569" "LAMA2" 6 128883138 129516566 2.62157823149366e-06 4.91592026564912e-05 0.0489134066432088
"ENSG00000196570" "PFN3" 5 177400109 177400661 1 1 1
"ENSG00000196576" "PLXNB2" 22 50274979 50307646 0.000471825035819103 0.00471774465075715 1
"ENSG00000196578" "OR5AC2" 3 98087173 98088102 1 1 1
"ENSG00000196581" "AJAP1" 1 4654609 4792534 0.0519314469054109 0.264015513994865 1
"ENSG00000196584" "XRCC2" 7 152644776 152676193 0.000105199743169416 0.0012558009008669 1
"ENSG00000196586" "MYO6" 6 75749201 75919537 0.469564085856873 1 1
"ENSG00000196588" "MRTFA" 22 40410281 40636719 1 1 1
"ENSG00000196589" "MBD3L2B" 19 7018969 7021431 1 1 1
"ENSG00000196591" "HDAC2" 6 113933028 114011308 1 1 1
"ENSG00000196597" "ZNF782" 9 96816269 96875623 1 1 1
"ENSG00000196600" "SLC22A25" 11 63158437 63243599 0.000985275430253683 0.00894562967283368 1
"ENSG00000196604" "POTEF" 2 130073535 130129222 0.052491803757733 0.26642874714684 1
"ENSG00000196605" "ZNF846" 19 9751993 9793180 0.738711469339083 1 1
"ENSG00000196611" "MMP1" 11 102789401 102798160 1 1 1
"ENSG00000196616" "ADH1B" 4 99304971 99321401 0.125210703767514 0.543171660286974 1
"ENSG00000196620" "UGT2B15" 4 68646597 68670652 0.455769356722879 1 1
"ENSG00000196628" "TCF4" 18 55222185 55664787 0.0107146847140631 0.0700962788902486 1
"ENSG00000196636" "SDHAF3" 7 97117698 97181763 0.696876991496686 1 1
"ENSG00000196639" "HRH1" 3 11137093 11263557 0.0119556993852325 0.0768674841935451 1
"ENSG00000196642" "RABL6" 9 136807943 136841187 1 1 1
"ENSG00000196646" "ZNF136" 19 12163064 12189871 1 1 1
"ENSG00000196652" "ZKSCAN5" 7 99504662 99534700 1 1 1
"ENSG00000196653" "ZNF502" 3 44712643 44723831 0.133066041378775 0.571271560065622 1
"ENSG00000196655" "TRAPPC4" 11 119018763 119025454 1 1 1
"ENSG00000196659" "IFT70B" 2 177548998 177552796 1 1 1
"ENSG00000196660" "SLC30A10" 1 219685427 219959018 1 1 1
"ENSG00000196663" "TECPR2" 14 102362941 102502477 1 1 1
"ENSG00000196666" "FAM180B" 11 47586678 47589194 1 1 1
"ENSG00000196670" "ZFP62" 5 180847611 180861285 1 1 1
"ENSG00000196678" "ERI2" 16 20780193 20900349 0.0197152223596385 0.11726063716485 1
"ENSG00000196683" "TOMM7" 7 22812628 22822849 1 1 1
"ENSG00000196684" "HSH2D" 19 16134028 16158575 1 1 1
"ENSG00000196689" "TRPV1" 17 3565444 3609411 1 1 1
"ENSG00000196693" "ZNF33B" 10 42574185 42638570 1 1 1
"ENSG00000196700" "ZNF512B" 20 63956704 63969930 1 1 1
"ENSG00000196704" "AMZ2" 17 68205481 68257712 1 1 1
"ENSG00000196705" "ZNF431" 19 21142024 21196053 1 1 1
"ENSG00000196711" "ALKAL1" 8 52534037 52565430 1 1 1
"ENSG00000196712" "NF1" 17 31094927 31382116 1 1 1
"ENSG00000196715" "VKORC1L1" 7 65873074 65959563 1 1 1
"ENSG00000196724" "ZNF418" 19 57921882 57935402 0.56545591186157 1 1
"ENSG00000196730" "DAPK1" 9 87497228 87708634 0.000322293485252764 0.0033782875549697 1
"ENSG00000196734" "LCE1B" 1 152811971 152813108 1 1 1
"ENSG00000196735" "HLA-DQA1" 6 32628179 32647062 0.239729462209409 0.91619670338041 1
"ENSG00000196739" "COL27A1" 9 114155537 114312511 0.00576438656998605 0.0414777958437331 1
"ENSG00000196743" "GM2A" 5 151212150 151270440 1 1 1
"ENSG00000196747" "H2AC13" 6 27808173 27808667 2.23493503367014e-10 1.18464255279027e-08 4.16994178582176e-06
"ENSG00000196748" "CLPSL2" 6 35776594 35779552 1 1 1
"ENSG00000196754" "S100A2" 1 153561108 153567890 1.82708673298416e-13 2.35101960441507e-11 3.40897842640185e-09
"ENSG00000196757" "ZNF700" 19 11925068 11950773 1 1 1
"ENSG00000196772" "OR14A16" 1 247814660 247824119 1 1 1
"ENSG00000196776" "CD47" 3 108043091 108091862 1 1 1
"ENSG00000196778" "OR52K1" 11 4482646 4493497 1 1 1
"ENSG00000196781" "TLE1" 9 81583683 81689547 0.400088900629975 1 1
"ENSG00000196782" "MAML3" 4 139716753 140154184 0.11115107619217 0.49378479084535 1
"ENSG00000196787" "H2AC11" 6 27133043 27135292 0.0528678320995376 0.267972836542563 1
"ENSG00000196792" "STRN3" 14 30893799 31026401 1 1 1
"ENSG00000196793" "ZNF239" 10 43556344 43574618 0.494039152031082 1 1
"ENSG00000196800" "SPINK14" 5 148168546 148175619 1 1 1
"ENSG00000196805" "SPRR2B" 1 153070226 153071611 1 1 1
"ENSG00000196811" "CHRNG" 2 232539692 232548115 0.103862686607754 0.4677455966033 1
"ENSG00000196812" "ZSCAN16" 6 28107689 28130082 1 1 1
"ENSG00000196814" "MVB12B" 9 126326829 126507041 4.17185735348793e-05 0.000552438002138948 0.778385145013778
"ENSG00000196821" "ILRUN" 6 34587288 34696859 1 1 1
"ENSG00000196826" "" 19 12461559 12551474 1 1 1
"ENSG00000196832" "OR11G2" 14 20190896 20201075 1 1 1
"ENSG00000196834" "POTEI" 2 130459455 130509707 0.0426845636816615 0.224530191477992 1
"ENSG00000196839" "ADA" 20 44584896 44652252 0.765989356733458 1 1
"ENSG00000196843" "ARID5A" 2 96536743 96552638 0.0224409664750946 0.130315453623503 1
"ENSG00000196844" "PATE2" 11 125776113 125778828 1 1 1
"ENSG00000196850" "PPTC7" 12 110533245 110583318 1 1 1
"ENSG00000196859" "KRT39" 17 40958417 40966948 1 1 1
"ENSG00000196860" "TOMM20L" 14 58395928 58408702 1 1 1
"ENSG00000196862" "RGPD4" 2 107826892 107892544 0.555486121763344 1 1
"ENSG00000196865" "NHLRC2" 10 113854661 113917194 1 1 1
"ENSG00000196866" "H2AC7" 6 26198784 26199293 0.319984147938471 1 1
"ENSG00000196867" "ZFP28" 19 56538948 56556808 5.19492342636106e-08 1.47529499678911e-06 0.000969268812890446
"ENSG00000196872" "CRACDL" 2 98793846 98936259 0.00166799709761779 0.0142432447813971 1
"ENSG00000196873" "ZNG1C" 9 68232003 68300035 1 1 1
"ENSG00000196876" "SCN8A" 12 51590266 51812864 3.02445360658447e-05 0.000418622072638376 0.56430255391653
"ENSG00000196878" "LAMB3" 1 209614870 209652425 0.0976089470117899 0.44386734909724 1
"ENSG00000196890" "H2BC26" 1 228458103 228463104 5.00867963648757e-12 4.2285947808862e-10 9.34519446575851e-08
"ENSG00000196900" "SPMIP10" 5 126631705 126636284 1 1 1
"ENSG00000196911" "KPNA5" 6 116681187 116741867 1 1 1
"ENSG00000196912" "ANKRD36B" 2 97492663 97589877 1 1 1
"ENSG00000196914" "ARHGEF12" 11 120336413 120489937 1 1 1
"ENSG00000196917" "HCAR1" 12 122726076 122730844 1 1 1
"ENSG00000196923" "PDLIM7" 5 177483394 177497606 0.000315213403750899 0.00331524897811966 1
"ENSG00000196932" "TMEM26" 10 61406642 61453381 0.0291452084483824 0.162714332504464 1
"ENSG00000196935" "SRGAP1" 12 63843761 64162217 0.000647513780955631 0.00620819796269613 1
"ENSG00000196937" "FAM3C" 7 121348878 121396364 1 1 1
"ENSG00000196943" "NOP9" 14 24299850 24309124 1 1 1
"ENSG00000196944" "OR2T4" 1 248361665 248362627 1 1 1
"ENSG00000196946" "ZNF705A" 12 8157015 8188537 0.517293051360418 1 1
"ENSG00000196950" "SLC39A10" 2 195575977 195737702 1 1 1
"ENSG00000196954" "CASP4" 11 104942866 104969366 1 1 1
"ENSG00000196961" "AP2A1" 19 49767001 49807114 1 1 1
"ENSG00000196967" "ZNF585A" 19 37106734 37172741 3.38032802798465e-10 1.69543441790693e-08 6.30701603461377e-06
"ENSG00000196968" "FUT11" 10 73772276 73780251 1 1 1
"ENSG00000196975" "ANXA4" 2 69644425 69827112 1 1 1
"ENSG00000196981" "WDR5B" 3 122411846 122416062 0.854800069191082 1 1
"ENSG00000196990" "FAM163B" 9 133577081 133609389 1 1 1
"ENSG00000196993" "NPIPB9" 16 28751787 28772864 0.00852309295056677 0.0579259015356375 1
"ENSG00000197006" "METTL9" 16 21597218 21657471 1 1 1
"ENSG00000197008" "ZNF138" 7 64794388 64833681 1 1 1
"ENSG00000197013" "ZNF429" 19 21496682 21556270 0.0337648423400785 0.183937059381368 1
"ENSG00000197016" "ZNF470" 19 56567468 56588911 5.87489484404261e-07 1.30648138260008e-05 0.0109613788000147
"ENSG00000197019" "SERTAD1" 19 40421589 40425992 1 1 1
"ENSG00000197020" "ZNF100" 19 21722771 21767579 0.0484689136114234 0.249746752323098 1
"ENSG00000197024" "ZNF398" 7 149126416 149183042 1 1 1
"ENSG00000197037" "ZSCAN25" 7 99616946 99632408 1 1 1
"ENSG00000197043" "ANXA6" 5 151100706 151157815 1 1 1
"ENSG00000197044" "ZNF441" 19 11767000 11784078 1 1 1
"ENSG00000197045" "GMFB" 14 54474484 54489025 1 1 1
"ENSG00000197046" "SIGLEC15" 18 45825675 45844094 1 1 1
"ENSG00000197050" "ZNF420" 19 37007857 37130368 4.05167809324154e-05 0.000538271049370815 0.755962098637007
"ENSG00000197054" "ZNF763" 19 11965037 11980617 1 1 1
"ENSG00000197056" "ZMYM1" 1 35032172 35118818 1 1 1
"ENSG00000197057" "DTHD1" 4 36281616 36347511 0.0314038971699296 0.172994955239606 1
"ENSG00000197061" "H4C3" 6 26103933 26104337 0.508652605028239 1 1
"ENSG00000197062" "ZSCAN26" 6 28267058 28278224 1 1 1
"ENSG00000197063" "MAFG" 17 81918270 81927735 1 1 1
"ENSG00000197070" "ARRDC1" 9 137605685 137615360 1 1 1
"ENSG00000197077" "KIAA1671" 22 24952716 25197448 1.47440992209644e-14 2.64514810831494e-12 2.75095403264754e-10
"ENSG00000197079" "KRT35" 17 41476710 41481151 1 1 1
"ENSG00000197081" "IGF2R" 6 159969082 160113507 1 1 1
"ENSG00000197084" "LCE1C" 1 152804832 152806651 1 1 1
"ENSG00000197093" "GAL3ST4" 7 100159244 100168617 0.210165774565098 0.823105168311418 1
"ENSG00000197102" "DYNC1H1" 14 101964573 102056443 1 1 1
"ENSG00000197106" "SLC6A17" 1 110150494 110202202 0.191991257563881 0.765668668863758 1
"ENSG00000197110" "IFNL3" 19 39243455 39245250 1 1 1
"ENSG00000197111" "PCBP2" 12 53452102 53481162 1 1 1
"ENSG00000197114" "ZGPAT" 20 63707465 63736142 1 1 1
"ENSG00000197119" "SLC25A29" 14 100291116 100306547 0.0131815547477958 0.0835115274989384 1
"ENSG00000197121" "PGAP1" 2 196833004 196927796 2.88154854318189e-11 1.9912567673588e-09 5.37639327186877e-07
"ENSG00000197122" "SRC" 20 37344685 37406050 9.3960094804138e-06 0.00014907376265779 0.175310744885561
"ENSG00000197123" "ZNF679" 7 64228474 64266931 0.247832936327718 0.941573391570467 1
"ENSG00000197124" "ZNF682" 19 19997058 20039505 1.79608886898444e-07 4.49214827312489e-06 0.00335114261175117
"ENSG00000197125" "OR8B8" 11 124437445 124445696 1 1 1
"ENSG00000197128" "ZNF772" 19 57466663 57477570 0.000314091094515725 0.00330530831442437 1
"ENSG00000197134" "ZNF257" 19 22052430 22091480 5.4772925417101e-06 9.2067859678583e-05 0.102195324243227
"ENSG00000197136" "PCNX3" 11 65615776 65637439 1 1 1
"ENSG00000197140" "ADAM32" 8 39106990 39284917 1.33772411231535e-07 3.43791411674654e-06 0.00249592564875799
"ENSG00000197142" "ACSL5" 10 112374116 112428379 1 1 1
"ENSG00000197147" "LRRC8B" 1 89524829 89597861 1 1 1
"ENSG00000197150" "ABCB8" 7 151028422 151047782 1 1 1
"ENSG00000197153" "H3C12" 6 27890315 27893106 6.71485822448238e-05 0.000841933238156354 1
"ENSG00000197157" "SND1" 7 127652194 128092609 1 1 1
"ENSG00000197162" "ZNF785" 16 30573740 30585769 1 1 1
"ENSG00000197165" "SULT1A2" 16 28591943 28597050 0.0030433933608296 0.0238186381402511 1
"ENSG00000197168" "NEK5" 13 52033611 52129092 1 1 1
"ENSG00000197170" "PSMD12" 17 67337916 67366605 1 1 1
"ENSG00000197177" "ADGRA1" 10 133087924 133131675 1 1 1
"ENSG00000197181" "PIWIL2" 8 22275316 22357568 0.184710022987325 0.74372302632845 1
"ENSG00000197183" "NOL4L" 20 32443059 32585333 0.0529292862624754 0.268138643248783 1
"ENSG00000197191" "CYSRT1" 9 137225174 137226315 1 1 1
"ENSG00000197208" "SLC22A4" 5 132294394 132344190 0.639409274236582 1 1
"ENSG00000197213" "ZSCAN5B" 19 56189686 56197815 1 1 1
"ENSG00000197217" "ENTPD4" 8 23385783 23457695 1 1 1
"ENSG00000197223" "C1D" 2 68041130 68110948 1 1 1
"ENSG00000197226" "TBC1D9B" 5 179862066 179907897 1 1 1
"ENSG00000197233" "OR1J2" 9 122510802 122511743 1 1 1
"ENSG00000197238" "H4C11" 6 27824092 27824480 0.000355520248063978 0.00368311870537351 1
"ENSG00000197241" "SLC2A7" 1 9002973 9026423 1 1 1
"ENSG00000197245" "FAM110D" 1 26159079 26163962 1 1 1
"ENSG00000197249" "SERPINA1" 14 94376747 94390693 0.690659699373995 1 1
"ENSG00000197253" "TPSB2" 16 1227272 1232757 0.809382831768166 1 1
"ENSG00000197256" "KANK2" 19 11164270 11197791 0.0369929979236874 0.199024035542145 1
"ENSG00000197261" "C6orf141" 6 49550666 49561907 1 1 1
"ENSG00000197265" "GTF2E2" 8 30578318 30658236 1 1 1
"ENSG00000197272" "IL27" 16 28499362 28512051 1 1 1
"ENSG00000197273" "GUCA2A" 1 42162690 42164745 1 1 1
"ENSG00000197275" "RAD54B" 8 94371960 94475115 1.65442543086005e-06 3.2699438229859e-05 0.0308682696889869
"ENSG00000197279" "ZNF165" 6 28080568 28089563 0.0238629575362632 0.137588090763782 1
"ENSG00000197283" "SYNGAP1" 6 33419661 33453689 1 1 1
"ENSG00000197296" "FITM2" 20 44302840 44311202 1 1 1
"ENSG00000197299" "BLM" 15 90717346 90816166 0.459319118262483 1 1
"ENSG00000197302" "KRBOX5" 16 31713229 31794869 1 1 1
"ENSG00000197309" "OR10D3" 11 124183345 124188780 1 1 1
"ENSG00000197312" "DDI2" 1 15617458 15669044 1 1 1
"ENSG00000197321" "SVIL" 10 29457338 29736959 0.218197190244974 0.847444457866513 1
"ENSG00000197323" "TRIM33" 1 114392790 114511203 1 1 1
"ENSG00000197324" "LRP10" 14 22871740 22881713 1 1 1
"ENSG00000197329" "PELI1" 2 64092652 64144420 0.0652750676938197 0.318572381122492 1
"ENSG00000197343" "ZNF655" 7 99558406 99576453 1 1 1
"ENSG00000197345" "MRPL21" 11 68891276 68903835 1 1 1
"ENSG00000197353" "LYPD2" 8 142750150 142752532 1 1 1
"ENSG00000197355" "UAP1L1" 9 137077517 137084539 3.3697947958107e-15 7.31088736049257e-13 6.28736313002361e-11
"ENSG00000197360" "ZNF98" 19 22391019 22532485 1 1 1
"ENSG00000197361" "FBXL22" 15 63597353 63602428 8.47122962988871e-05 0.00102968210055025 1
"ENSG00000197362" "ZNF786" 7 149069641 149090782 1 1 1
"ENSG00000197363" "ZNF517" 8 144798876 144811169 1 1 1
"ENSG00000197372" "ZNF675" 19 23525631 23687220 0.0175952846726966 0.106831376968166 1
"ENSG00000197375" "SLC22A5" 5 132369710 132395613 1 1 1
"ENSG00000197380" "DACT3" 19 46647551 46661182 1 1 1
"ENSG00000197381" "ADARB1" 21 45073853 45226560 0.0827252106917381 0.387129917503499 1
